open,high,low,close,volume,period
open,high,low,close,volume,period
13715.6500000000000000,13818.5500000000000000,12750.0000000000000000,13380.0000000000000000,8609.9158440000000000,1514764800000
13382.1600000000000000,15473.4900000000000000,12890.0200000000000000,14675.1100000000000000,20078.0921110000000000,1514851200000
14690.0000000000000000,15307.5600000000000000,14150.0000000000000000,14919.5100000000000000,15905.6676390000000000,1514937600000
14919.5100000000000000,15280.0000000000000000,13918.0400000000000000,15059.5400000000000000,21329.6495740000000000,1515024000000
15059.5600000000000000,17176.2400000000000000,14600.0000000000000000,16960.3900000000000000,23251.4911250000000000,1515110400000
16960.3900000000000000,17143.1300000000000000,16011.2100000000000000,17069.7900000000000000,18571.4575080000000000,1515196800000
17069.7900000000000000,17099.9600000000000000,15610.0000000000000000,16150.0300000000000000,12493.1255580000000000,1515283200000
16218.8500000000000000,16322.3000000000000000,12812.0000000000000000,14902.5400000000000000,26600.6099120000000000,1515369600000
14902.5400000000000000,15500.0000000000000000,14011.0500000000000000,14400.0000000000000000,14315.0042530000000000,1515456000000
14401.0000000000000000,14955.6600000000000000,13131.3100000000000000,14907.0900000000000000,17411.0016550000000000,1515542400000
14940.0000000000000000,14968.6800000000000000,11400.0000000000000000,13238.7800000000000000,33554.7237510000000000,1515628800000
13238.7600000000000000,14109.7800000000000000,12500.0000000000000000,13740.0100000000000000,16417.1621370000000000,1515715200000
13749.9500000000000000,14580.0000000000000000,13706.1500000000000000,14210.0000000000000000,12221.2000820000000000,1515801600000
14210.0000000000000000,14339.5000000000000000,12569.2000000000000000,13474.9900000000000000,17017.0002390000000000,1515888000000
13477.9800000000000000,14249.9900000000000000,13147.7900000000000000,13539.9300000000000000,14652.7183430000000000,1515974400000
13500.0000000000000000,13542.9300000000000000,9035.0000000000000000,10900.0000000000000000,63396.5495860000000000,1516060800000
10899.9900000000000000,11680.9900000000000000,9037.9400000000000000,10988.7900000000000000,72319.4410840000000000,1516147200000
10972.5900000000000000,11878.8200000000000000,10435.3300000000000000,10961.9700000000000000,48460.6515840000000000,1516233600000
10960.0000000000000000,11795.0000000000000000,10360.0000000000000000,11474.9800000000000000,34127.8366770000000000,1516320000000
