open,high,low,close,volume,period
13799.9999998400000000,13891.9999999600000000,12800.0000000000000000,13351.7394064000000000,5893.5291058400000000,1514764800000
13400.7144971700000000,15325.0000000000000000,12875.0000000000000000,14738.0000000100000000,7135.8620077400000000,1514851200000
14731.2000002300000000,15440.7250150000000000,14476.1401249200000000,15150.0000000000000000,6974.4307057600000000,1514937600000
15150.0000000000000000,15400.0000000400000000,14083.9113591900000000,15167.6280325200000000,7273.5163132100000000,1515024000000
15167.6280325200000000,17108.0000000000000000,14772.4649684000000000,16923.9999999800000000,7474.6645222100000000,1515110400000
16923.9999999800000000,17257.0871913500000000,16200.0000000000000000,17158.7275895700000000,4511.9969721000000000,1515196800000
17158.7275000000000000,17177.4476999700000000,15683.8615253000000000,16174.4335716900000000,4328.8831963000000000,1515283200000
16170.7066618000000000,16277.4999999600000000,13400.0000000000000000,14922.8107143900000000,8089.2280958500000000,1515369600000
14915.0847805400000000,15427.8342113900000000,14110.8393239300000000,14388.0625353700000000,5344.7518717800000000,1515456000000
14388.0625353800000000,14912.4203963700000000,13270.0000000000000000,14854.0000000000000000,7127.1141060400000000,1515542400000
14854.0000000000000000,14931.0000000400000000,12717.9128208000000000,13291.6756777100000000,8738.4067624000000000,1515628800000
13255.0000016800000000,14119.6321453700000000,12600.0000000000000000,13812.5273430200000000,4816.7453880200000000,1515715200000
13812.5273430200000000,14591.3666922400000000,13758.0000000000000000,14204.9999978900000000,3198.4182692800000000,1515801600000
14178.0000000100000000,14449.0273932000000000,12860.0000000000000000,13560.0000000000000000,4614.3336457500000000,1515888000000
13560.0000000000000000,14300.0000000000000000,13304.0259626200000000,13580.0000000000000000,3830.3188331000000000,1515974400000
13580.0000000000000000,13589.8823282800000000,10000.0000000000000000,11102.6979809800000000,13337.2098215200000000,1516060800000
11041.4219747700000000,11600.1252389100000000,9150.2899999700000000,9637.9783686000000000,9113.4201689700000000,1516147200000
11064.6983600300000000,11420.9999999800000000,10970.0000000000000000,11410.5392492800000000,1072.8365247200000000,1516320000000
11412.1200000000000000,13119.4603258100000000,11406.7000010100000000,12750.1748795700000000,6347.1593157600000000,1516406400000
12748.8998576500000000,12750.1748736400000000,10950.0000000000000000,11510.0000000000000000,6529.7965818500000000,1516492800000
11510.0000000000000000,11896.0634655700000000,9947.9999999800000000,10767.0000000000000000,8142.9390907400000000,1516579200000
10767.0000000000000000,11400.0000000000000000,9880.0000000900000000,10807.7699848000000000,6703.4494588700000000,1516665600000
10829.9999996300000000,11516.7959215400000000,10350.0000000000000000,11388.8000000000000000,4779.9037736500000000,1516752000000
11388.7838514000000000,11722.6450156200000000,10890.0000000000000000,11150.8927000000000000,3897.3798869800000000,1516838400000
11167.4648765100000000,11635.6226099400000000,10293.1857382000000000,11079.3098220000000000,5934.3257893400000000,1516924800000
