open,high,low,close,volume,period
3696.2022999100000000,3812.0000000000000000,3638.9581969500000000,3795.5597453200000000,516.1428278400000000,1546300800000
3796.2483873500000000,3885.5438999900000000,3751.4144361100000000,3858.8998147800000000,863.4800142400000000,1546387200000
3856.0000001600000000,3861.9767146700000000,3731.0000000300000000,3761.8575711700000000,584.9918756200000000,1546473600000
3763.8309240800000000,3819.9929148900000000,3701.3592541500000000,3794.9025900000000000,391.6436076100000000,1546560000000
3790.6863163400000000,3839.5590003700000000,3751.4966148800000000,3775.8071500000000000,263.0108653600000000,1546646400000
3772.4164096700000000,4024.6269456800000000,3737.0458600000000000,3988.0000000000000000,706.8884651900000000,1546732800000
3988.0000000000000000,4015.1716000000000000,3930.0000000000000000,3974.8922099500000000,378.8632700000000000,1546819200000
3977.5900569400000000,4074.9999999800000000,3924.4834814100000000,3954.3415441400000000,825.1189774100000000,1546905600000
3954.3415441300000000,4008.1942300000000000,3940.0000000000000000,3965.4700000100000000,371.3095320700000000,1546992000000
3963.0100001400000000,3992.9384568000000000,3528.8181610700000000,3586.2780514400000000,1615.6868831100000000,1547078400000
3586.2780514400000000,3649.9999999900000000,3511.5487319600000000,3600.0003806400000000,883.6925022800000000,1547164800000
3593.4602000500000000,3613.5609288000000000,3527.5306155300000000,3582.2544100600000000,296.5868421600000000,1547251200000
3579.0671151500000000,3609.2290806900000000,3444.4444444400000000,3474.7863170400000000,479.0062910600000000,1547337600000
3477.6020905000000000,3661.8500000000000000,3469.0632149000000000,3628.0000000000000000,646.8894413900000000,1547424000000
3626.4437999700000000,3642.9581000000000000,3515.4827053500000000,3553.9026664800000000,565.1291928100000000,1547510400000
3548.3550251600000000,3637.8436984000000000,3546.9611300000000000,3589.4022196800000000,527.6369415300000000,1547596800000
3588.0021200000000000,3630.0000000000000000,3534.0778000000000000,3618.1080399900000000,318.4262330400000000,1547683200000
3616.4999999300000000,3617.8994083600000000,3565.4626721900000000,3597.0000000000000000,142.2643453900000000,1547769600000
3598.2796148100000000,3730.0000000000000000,3595.6813509900000000,3669.2900001800000000,372.0373304400000000,1547856000000
3669.2900001800000000,3693.5480007500000000,3478.9985041400000000,3535.3568480200000000,540.2111353300000000,1547942400000
3537.6115499900000000,3564.1053034000000000,3486.8563220000000000,3530.4525900000000000,370.0160112700000000,1548028800000
3525.0356100000000000,3605.0000000000000000,3428.3210254300000000,3571.0374200000000000,554.5227074000000000,1548115200000
3570.0000000000000000,3604.6999700000000000,3521.3737246500000000,3551.0816800000000000,340.3783262300000000,1548201600000
3551.6029551400000000,3584.4781714000000000,3527.5450910700000000,3567.6387919100000000,194.7847238500000000,1548288000000
3570.4225900000000000,3579.9899999000000000,3518.7140000000000000,3566.7324306500000000,332.3494676800000000,1548374400000
3568.9900000000000000,3651.0000000000000000,3550.1969448100000000,3568.8259245000000000,257.3628971200000000,1548460800000
3568.8259245000000000,3578.5640636400000000,3495.2255209900000000,3553.2242290200000000,358.2349314300000000,1548547200000
3549.9707185200000000,3555.3135113600000000,3382.6076336600000000,3440.7216105800000000,553.9361324400000000,1548633600000
3438.3433200400000000,3440.5758867300000000,3353.7388492200000000,3408.1066804800000000,364.0415398600000000,1548720000000
3414.2000000000000000,3478.5528700000000000,3392.1746629900000000,3465.2284783600000000,515.2611884600000000,1548806400000
3461.6362744400000000,3484.3453199900000000,3421.2000000000000000,3430.1721432000000000,354.2812028500000000,1548892800000
3430.0721399900000000,3485.5382149000000000,3397.7829405500000000,3468.0226298700000000,422.1147921700000000,1548979200000
3466.4023366800000000,3517.4834675800000000,3442.5934300000000000,3507.7460699900000000,262.0032607600000000,1549065600000
3508.6122113100000000,3511.5222000000000000,3424.3310856300000000,3455.0100000800000000,289.6634128500000000,1549152000000
3460.1229380100000000,3481.5617800000000000,3434.6359901800000000,3463.4692161700000000,234.4226384500000000,1549238400000
3463.5996424100000000,3489.9081319100000000,3451.6844071400000000,3470.4028611000000000,283.4148091200000000,1549324800000
3470.4000000000000000,3480.6276756800000000,3383.3383000000000000,3407.5000000000000000,379.2876626100000000,1549411200000
3405.2370015700000000,3435.5379598400000000,3393.4567890000000000,3399.3829997300000000,277.8734871600000000,1549497600000
3400.0939238900000000,3734.9999999800000000,3381.6460603000000000,3660.0000000000000000,821.7936542900000000,1549584000000
3660.0000000000000000,3689.2600000000000000,3631.0000007300000000,3669.5095340500000000,841.9376159600000000,1549670400000
3667.1090414000000000,3689.7937408700000000,3611.5121412100000000,3676.8000000300000000,498.3010058600000000,1549756800000
3681.3500000000000000,3681.3554028000000000,3613.4586000000000000,3633.5413700000000000,276.2460481600000000,1549843200000
3634.5632200000000000,3660.5686014700000000,3590.0000000100000000,3633.8036074600000000,533.7816675600000000,1549929600000
3629.1381400300000000,3666.6279375000000000,3600.0000000000000000,3609.1753207900000000,390.8041891500000000,1550016000000
